Country = United Kingdom,GDP = Medium,HDI = High,GINI = Medium,Continent = EU
Country = United Kingdom,GDP = Medium,HDI = High,GINI = Medium,Continent = EU
Country = United States,GDP = High,HDI = High,GINI = High,Continent = North America
